Protein.Group,Protein.Names,Genes,First.Protein.Description,WT-EXP1,WT-EXP2,WT-EXP3,WT-REQ1,WT-REQ2,WT-REQ3,KO-EXP1,KO-EXP2,KO-EXP3,KO-REQ1,KO-REQ2,KO-REQ3,
Q9D8B7,JAM3_MOUSE,Jam3,Junctional adhesion molecule C,1.82853E+06,,1.81676E+06,3.63955E+06,4.33986E+06,3.8253E+06,,2.69409E+06,1.32543E+06,4.3809E+06,3.77134E+06,2.00203E+06,
Q6PE54,DHX40_MOUSE,Dhx40,Probable ATP-dependent RNA helicase DHX40,610118,859417,979375,742065,,567576,852801,912861,866288,702498,764886,,
Q9JL26,FMNL1_MOUSE,Fmnl1,Formin-like protein 1,2.54172E+07,2.98478E+07,2.71872E+07,2.47821E+07,3.53957E+07,3.0689E+07,3.47618E+07,2.98116E+07,3.31506E+07,2.76403E+07,2.66864E+07,2.94634E+07,
E9Q1P8,I2BP2_MOUSE,Irf2bp2,Interferon regulatory factor 2-binding protein 2,3.39795E+07,3.54713E+07,3.60031E+07,3.7277E+07,3.87163E+07,4.22081E+07,3.72212E+07,3.30667E+07,3.35544E+07,3.70789E+07,4.8261E+07,4.06691E+07,
P56213,ALR_MOUSE,Gfer,FAD-linked sulfhydryl oxidase ALR,9.51681E+06,1.09445E+07,8.94555E+06,1.28796E+07,9.7403E+06,1.10622E+07,9.77298E+06,1.25421E+07,1.20516E+07,1.02685E+07,1.04839E+07,1.08462E+07,
Q62469,ITA2_MOUSE,Itga2,Integrin alpha-2,,602309,319422,329704,,608696,291784,242116,,,654838,535717,
O08856,ELL_MOUSE,Ell,RNA polymerase II elongation factor ELL,1.15122E+07,1.10297E+07,1.2984E+07,9.32948E+06,7.81279E+06,8.69232E+06,1.3292E+07,1.05727E+07,9.96404E+06,8.09773E+06,1.28114E+07,8.43176E+06,
Q9D394,RUFY3_MOUSE,Rufy3,Protein RUFY3,2.73209E+07,2.23213E+07,2.24803E+07,1.85657E+07,,1.22083E+07,2.17818E+07,2.57634E+07,2.60114E+07,2.14382E+07,1.269E+07,2.15058E+07,
O35973,PER1_MOUSE,Per1,Period circadian protein homolog 1,1.2771E+07,1.53801E+07,1.26878E+07,1.04816E+07,,1.1666E+07,1.37095E+07,1.57307E+07,1.20565E+07,1.01398E+07,1.07585E+07,1.07236E+07,
Q8VE11,MTMR6_MOUSE,Mtmr6,Myotubularin-related protein 6,1.71577E+07,1.90153E+07,1.98852E+07,1.27221E+07,1.31504E+07,1.56291E+07,1.59357E+07,1.70352E+07,2.25708E+07,1.24141E+07,1.50947E+07,1.78198E+07,
Q8BG40,KTNB1_MOUSE,Katnb1,Katanin p80 WD40 repeat-containing subunit B1,1.18158E+07,1.46826E+07,1.06509E+07,9.48022E+06,2.12537E+07,1.03851E+07,1.20071E+07,1.17766E+07,1.39915E+07,9.68341E+06,1.27312E+07,1.00129E+07,
Q9WTY1,PDCD7_MOUSE,Pdcd7,Programmed cell death protein 7,7.03724E+06,8.94834E+06,9.88986E+06,8.37494E+06,,1.04163E+07,6.38604E+06,8.44128E+06,5.96325E+06,9.06444E+06,1.13577E+07,1.05789E+07,
Q5SSK3,TEFM_MOUSE,Tefm,"Transcription elongation factor, mitochondrial",1.21898E+07,1.18288E+07,1.09612E+07,1.12929E+07,1.08768E+07,8.00648E+06,1.06244E+07,1.22353E+07,9.96671E+06,1.23826E+07,1.17698E+07,9.04308E+06,
O70439,STX7_MOUSE,Stx7,Syntaxin-7,3.15506E+07,2.79921E+07,2.23738E+07,3.14689E+07,3.95051E+07,2.67188E+07,2.61825E+07,2.50316E+07,2.50803E+07,3.11395E+07,3.09673E+07,2.68833E+07,
Q99N85,RT18A_MOUSE,Mrps18a,"28S ribosomal protein S18a, mitochondrial",888622,944016,940505,1.3163E+06,,994977,1.40841E+06,1.15698E+06,1.25954E+06,729663,502247,1.49982E+06,
Q63ZW7,INADL_MOUSE,Patj,InaD-like protein,6.5768E+06,4.63796E+06,4.46703E+06,4.96106E+06,5.46257E+06,4.19829E+06,4.05668E+06,5.38047E+06,4.0355E+06,6.16623E+06,5.32775E+06,4.42716E+06,
Q80UU2,RPP38_MOUSE,Rpp38,Ribonuclease P protein subunit p38,1.01982E+07,1.02218E+07,1.01349E+07,1.05294E+07,,7.85151E+06,9.70884E+06,1.04488E+07,9.75169E+06,9.43768E+06,1.14232E+07,1.03117E+07,
Q9WUD1,CHIP_MOUSE,Stub1,E3 ubiquitin-protein ligase CHIP,1.96753E+07,1.66898E+07,1.62185E+07,1.69061E+07,,1.66372E+07,2.0769E+07,2.00861E+07,2.02341E+07,1.79401E+07,1.54277E+07,1.98735E+07,
Q9CXW2,RT22_MOUSE,Mrps22,"28S ribosomal protein S22, mitochondrial",2.72051E+07,2.47424E+07,2.48834E+07,2.20328E+07,2.66469E+07,2.78295E+07,2.46633E+07,2.55911E+07,2.27389E+07,2.28661E+07,2.71017E+07,2.14882E+07,
Q3U1C6,TATD3_MOUSE,Tatdn3,Putative deoxyribonuclease TATDN3,352356,544492,677665,977079,963470,1.37503E+06,811964,614295,603258,1.05614E+06,1.18435E+06,628190,
Q00422,GABPA_MOUSE,Gabpa,GA-binding protein alpha chain,1.74077E+07,1.57835E+07,1.67454E+07,1.80892E+07,2.21685E+07,2.36447E+07,1.61478E+07,1.35995E+07,1.82739E+07,2.58313E+07,2.46747E+07,1.89747E+07,
Q9CQN1,TRAP1_MOUSE,Trap1,"Heat shock protein 75 kDa, mitochondrial",1.15621E+08,1.22099E+08,1.0385E+08,1.33602E+08,1.38764E+08,1.15441E+08,1.38717E+08,1.16031E+08,1.49924E+08,1.18485E+08,1.30239E+08,1.22291E+08,
Q9D0A3,ARPIN_MOUSE,Arpin,Arpin,2.36986E+06,4.33798E+06,4.16096E+06,4.04058E+06,8.70214E+06,5.13631E+06,4.5244E+06,3.13627E+06,2.49328E+06,4.76476E+06,,5.03328E+06,
P50540,MXI1_MOUSE,Mxi1,Max-interacting protein 1,1.0705E+07,8.02389E+06,1.05844E+07,2.66078E+07,,1.53647E+07,,1.61434E+07,1.58778E+07,2.47211E+07,9.20999E+06,1.29262E+07,
Q8VCM4,LIPT_MOUSE,Lipt1,"Lipoyltransferase 1, mitochondrial",3.23815E+06,2.7503E+06,2.19724E+06,4.3482E+06,3.5204E+06,4.49534E+06,2.29982E+06,3.13698E+06,3.6335E+06,4.81603E+06,5.21106E+06,3.56008E+06,
O88491,NSD1_MOUSE,Nsd1,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",1.20856E+07,1.08576E+07,1.12225E+07,4.00241E+06,,8.16894E+06,1.22671E+07,1.31794E+07,1.11115E+07,6.4068E+06,5.42496E+06,1.33403E+07,
Q8CIE6,COPA_MOUSE,Copa,Coatomer subunit alpha,1.4152E+08,1.31712E+08,1.30969E+08,1.29848E+08,1.2514E+08,1.03556E+08,1.40564E+08,1.38945E+08,1.40614E+08,1.31924E+08,1.20653E+08,1.24819E+08,
Q3TV65,MPND_MOUSE,Mpnd,MPN domain-containing protein,5.96735E+06,5.9614E+06,6.60242E+06,3.56365E+06,5.74431E+06,4.6254E+06,4.37291E+06,5.20445E+06,4.94364E+06,8.36205E+06,4.40154E+06,4.31889E+06,
Q9JHQ5,LZTL1_MOUSE,Lztfl1,Leucine zipper transcription factor-like protein 1,1.4112E+07,1.07652E+07,1.2091E+07,7.47607E+06,1.24451E+07,9.46861E+06,1.14584E+07,1.085E+07,1.11379E+07,9.78934E+06,7.52102E+06,8.68816E+06,
Q5SSW2,PSME4_MOUSE,Psme4,Proteasome activator complex subunit 4,2.17872E+07,2.12824E+07,1.87554E+07,2.5012E+07,2.07919E+07,2.06553E+07,1.87328E+07,1.60013E+07,2.05185E+07,2.2787E+07,2.26195E+07,2.43671E+07,
P61971,NTF2_MOUSE,Nutf2,Nuclear transport factor 2,3.6007E+06,7.82846E+06,4.43336E+06,4.27945E+06,1.03789E+07,8.35413E+06,1.02628E+07,5.9042E+06,1.34906E+07,4.68485E+06,5.20948E+06,8.59972E+06,
Q9JK23,PSMG1_MOUSE,Psmg1,Proteasome assembly chaperone 1,8.30389E+06,7.27328E+06,7.93663E+06,5.57453E+06,5.86426E+06,6.19447E+06,7.00424E+06,8.31518E+06,7.14963E+06,6.33277E+06,5.18872E+06,7.88713E+06,
Q8R2M0,TEAN2_MOUSE,Tceanc2,Transcription elongation factor A N-terminal and central domain-containing protein 2,1.43494E+06,1.28679E+06,982832,898812,508238,1.2378E+06,1.42092E+06,1.05348E+06,1.03525E+06,1.31143E+06,632454,1.34568E+06,
Q99PU7,BAP1_MOUSE,Bap1,Ubiquitin carboxyl-terminal hydrolase BAP1,3.97912E+07,2.94606E+07,2.60262E+07,3.03959E+07,,2.60247E+07,3.86402E+07,2.98327E+07,3.18624E+07,3.20212E+07,2.86606E+07,2.9777E+07,
O35226,PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4,3.38112E+07,3.89792E+07,3.33235E+07,2.74747E+07,4.48225E+07,2.3907E+07,4.01115E+07,2.92311E+07,3.47166E+07,3.65992E+07,4.03725E+07,3.39712E+07,
Q8BP00,IQCB1_MOUSE,Iqcb1,IQ calmodulin-binding motif-containing protein 1,3.15265E+07,3.201E+07,3.17277E+07,1.82162E+07,2.77877E+07,1.577E+07,3.07203E+07,2.9014E+07,2.75847E+07,1.87471E+07,1.93618E+07,1.52307E+07,
Q9CQ71,RFA3_MOUSE,Rpa3,Replication protein A 14 kDa subunit,4.23981E+07,4.41243E+07,4.12306E+07,4.14581E+07,5.70268E+07,5.22259E+07,4.87147E+07,4.2585E+07,4.28204E+07,5.08266E+07,5.73453E+07,5.32392E+07,
P49615,CDK5_MOUSE,Cdk5,Cyclin-dependent kinase 5,7.38293E+06,8.20554E+06,7.91336E+06,9.81605E+06,9.77636E+06,7.6079E+06,7.70945E+06,8.30385E+06,8.2368E+06,1.07511E+07,5.73025E+06,7.19495E+06,
Q921S7,RM37_MOUSE,Mrpl37,"39S ribosomal protein L37, mitochondrial",4.96744E+07,4.71508E+07,5.03534E+07,5.93629E+07,6.27457E+07,5.98306E+07,5.14583E+07,4.85685E+07,4.60864E+07,6.47239E+07,6.24758E+07,5.89077E+07,
Q9CPY0,MRM2_MOUSE,Mrm2,"rRNA methyltransferase 2, mitochondrial",440686,453570,322050,746506,270414,623955,201428,208811,334696,725310,1.04115E+06,371380,
Q8BGB2,TTC7A_MOUSE,Ttc7a,Tetratricopeptide repeat protein 7A,1.20507E+07,1.22371E+07,1.33104E+07,1.09707E+07,1.14951E+07,1.64166E+07,1.35532E+07,1.41395E+07,1.34788E+07,1.35714E+07,1.17821E+07,1.95784E+07,
Q60769,TNAP3_MOUSE,Tnfaip3,Tumor necrosis factor alpha-induced protein 3,,181305,213138,264891,,535590,,178959,,312549,,246286,
Q5U4D8,SC5A6_MOUSE,Slc5a6,Sodium-dependent multivitamin transporter,5.97283E+06,8.11524E+06,1.05654E+07,4.55676E+06,,4.93262E+06,7.30708E+06,9.3435E+06,6.45664E+06,3.81684E+06,5.03749E+06,8.6251E+06,
Q64378,FKBP5_MOUSE,Fkbp5,Peptidyl-prolyl cis-trans isomerase FKBP5,2.96387E+07,2.90096E+07,2.93216E+07,3.11636E+07,4.45597E+07,3.3803E+07,3.2721E+07,2.93642E+07,3.37048E+07,3.32053E+07,3.68497E+07,2.979E+07,
P56395,CYB5_MOUSE,Cyb5a,Cytochrome b5,4.11423E+07,4.58823E+07,5.51487E+07,9.64547E+07,1.03107E+08,6.45315E+07,4.52503E+07,5.7658E+07,5.47417E+07,9.43035E+07,6.85618E+07,7.13401E+07,
Q7TPC1,CDSN_MOUSE,Cdsn,Corneodesmosin,4.22182E+06,2.22222E+06,6.90554E+06,3.68332E+07,,6.88362E+06,5.02236E+06,8.44444E+06,2.30294E+06,1.88668E+06,1.54853E+07,8.2078E+06,
Q99JT2,STK26_MOUSE,Stk26,Serine/threonine-protein kinase 26,2.65566E+07,2.53254E+07,2.66114E+07,2.81693E+07,2.7567E+07,2.48923E+07,2.83724E+07,2.76519E+07,2.54022E+07,2.33613E+07,2.64036E+07,2.75617E+07,
Q9QZI9,SERC3_MOUSE,Serinc3,Serine incorporator 3,1.41866E+07,1.91509E+07,1.85157E+07,2.67595E+07,2.22479E+07,2.05267E+07,1.8356E+07,1.25277E+07,1.70042E+07,1.8287E+07,1.94621E+07,2.57071E+07,
P29595,NEDD8_MOUSE,Nedd8,NEDD8,5.71007E+07,3.33826E+07,3.86111E+07,5.01518E+07,1.45899E+07,3.72282E+07,3.19494E+07,2.07579E+07,3.82034E+07,4.17781E+07,3.53136E+07,4.87905E+07,
Q9JHW2,NIT2_MOUSE,Nit2,Omega-amidase NIT2,1.41416E+07,1.46162E+07,1.28789E+07,1.59045E+07,2.06328E+07,1.48223E+07,1.30599E+07,1.31787E+07,1.3825E+07,1.46123E+07,1.76971E+07,1.47603E+07,
Q99K23,UFSP2_MOUSE,Ufsp2,Ufm1-specific protease 2,2.52494E+07,2.36923E+07,2.23983E+07,2.31627E+07,2.14834E+07,2.36573E+07,2.18338E+07,2.10464E+07,2.0673E+07,2.47674E+07,1.86413E+07,2.07714E+07,
P59178,LMBL2_MOUSE,L3mbtl2,Lethal(3)malignant brain tumor-like protein 2,2.51531E+07,2.24009E+07,1.91649E+07,2.56996E+07,,1.58303E+07,2.88875E+07,2.00143E+07,2.09495E+07,1.76625E+07,,1.50902E+07,
P70296,PEBP1_MOUSE,Pebp1,Phosphatidylethanolamine-binding protein 1,1.02627E+08,9.05174E+07,8.33529E+07,7.46223E+07,1.43991E+08,7.75336E+07,7.24958E+07,9.30974E+07,5.25052E+07,8.79759E+07,9.01814E+07,6.62687E+07,
Q3V4B5,COMD6_MOUSE,Commd6,COMM domain-containing protein 6,1.74479E+07,3.22988E+07,2.6831E+07,1.8637E+07,3.31294E+07,2.89353E+07,3.78267E+07,3.31511E+07,4.30202E+07,2.4494E+07,2.45001E+07,2.20224E+07,
Q08297,RAD51_MOUSE,Rad51,DNA repair protein RAD51 homolog 1,1.49254E+07,1.08538E+07,1.00081E+07,5.28867E+06,,4.12864E+06,7.58931E+06,1.14494E+07,8.78906E+06,4.69574E+06,,3.45289E+06,
Q99LE1,RIPL2_MOUSE,Rilpl2,RILP-like protein 2,1.01645E+07,1.17925E+07,1.14369E+07,9.4722E+06,,8.82876E+06,1.19332E+07,9.56669E+06,8.4936E+06,8.51262E+06,9.63033E+06,1.09777E+07,
Q8BVQ5,PPME1_MOUSE,Ppme1,Protein phosphatase methylesterase 1,3.33012E+07,2.77854E+07,2.54707E+07,3.18726E+07,3.26607E+07,2.5782E+07,2.44587E+07,3.05033E+07,2.86042E+07,3.20472E+07,2.55426E+07,2.6692E+07,
O08983,HPS1_MOUSE,Hps1,BLOC-3 complex member HPS1,8.17462E+06,7.88699E+06,6.92341E+06,8.01871E+06,,8.96636E+06,7.79805E+06,7.58944E+06,7.05848E+06,8.20828E+06,5.7933E+06,9.13148E+06,
Q9CQH0,PDZ1I_MOUSE,Pdzk1ip1,PDZK1-interacting protein 1,5.80526E+06,5.1132E+06,4.89821E+06,1.61711E+07,,1.37915E+07,4.37286E+06,5.62425E+06,6.71933E+06,1.34704E+07,1.14411E+07,1.61915E+07,
P15702,LEUK_MOUSE,Spn,Leukosialin,131672,51139.6,62047.8,151482,,137598,62601,178381,122398,148711,191683,133461,
Q91WK2,EIF3H_MOUSE,Eif3h,Eukaryotic translation initiation factor 3 subunit H,1.30059E+08,1.45418E+08,1.29605E+08,1.1416E+08,1.64042E+08,1.11306E+08,1.42185E+08,1.3548E+08,1.65728E+08,1.09984E+08,1.12031E+08,1.28487E+08,
P97358,TAF1B_MOUSE,Taf1b,TATA box-binding protein-associated factor RNA polymerase I subunit B,1.30437E+06,1.03274E+06,1.78134E+06,1.24811E+06,2.23719E+06,764658,2.07781E+06,1.53519E+06,1.82735E+06,994473,1.1808E+06,1.10617E+06,
Q9QY36,NAA10_MOUSE,Naa10,N-alpha-acetyltransferase 10,1.47996E+07,1.65379E+07,1.31397E+07,9.59324E+06,1.69042E+07,1.19521E+07,1.68038E+07,1.33786E+07,1.74034E+07,1.457E+07,1.53155E+07,1.34177E+07,
P27792,LYL1_MOUSE,Lyl1,Protein lyl-1,3.09537E+06,3.49374E+06,2.40202E+06,1.48753E+06,,3.52483E+06,4.64004E+06,3.05857E+06,3.04061E+06,3.6568E+06,3.16082E+06,,
P15533,TR30A_MOUSE,Trim30a,Tripartite motif-containing protein 30A,7.39739E+06,5.89611E+06,6.51195E+06,6.07125E+06,,6.84477E+06,6.3406E+06,6.92508E+06,6.32628E+06,7.18679E+06,5.13267E+06,5.49645E+06,
O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,5.61135E+06,6.14415E+06,6.77945E+06,1.56267E+07,,6.18211E+06,4.76015E+06,6.36284E+06,3.97654E+06,1.00827E+07,2.47681E+07,1.19297E+07,
Q9JMG2,C1GLC_MOUSE,C1galt1c1,C1GALT1-specific chaperone 1,9.41785E+06,6.48483E+06,1.14123E+07,8.11837E+06,1.53347E+07,,1.02353E+07,8.14941E+06,7.94166E+06,8.4076E+06,7.3287E+06,9.85364E+06,
Q8R1B4,EIF3C_MOUSE,Eif3c,Eukaryotic translation initiation factor 3 subunit C,2.65068E+07,2.75408E+07,2.77727E+07,2.51199E+07,2.20229E+07,2.6224E+07,2.99808E+07,2.72551E+07,2.63616E+07,2.4692E+07,2.49152E+07,2.67148E+07,
Q9D2G2,ODO2_MOUSE,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",3.03406E+07,2.73923E+07,2.75203E+07,3.73967E+07,7.94927E+07,3.49655E+07,3.18038E+07,2.93713E+07,2.55962E+07,4.37543E+07,3.90861E+07,3.67897E+07,
A2A9C3,SZT2_MOUSE,Szt2,KICSTOR complex protein SZT2,1.67989E+07,1.49533E+07,1.54577E+07,1.54253E+07,1.35521E+07,1.2548E+07,1.41774E+07,1.3081E+07,1.15996E+07,1.75338E+07,1.33479E+07,1.38676E+07,
Q8C3X8,LMF2_MOUSE,Lmf2,Lipase maturation factor 2,8.9034E+06,7.85566E+06,9.00072E+06,8.86552E+06,,8.79391E+06,8.3696E+06,8.90073E+06,9.24366E+06,8.2979E+06,8.56748E+06,1.30469E+07,
P70265,F262_MOUSE,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",1.63759E+07,1.53023E+07,1.80079E+07,1.46259E+07,1.69148E+07,1.45359E+07,1.87099E+07,1.75182E+07,1.82409E+07,2.0714E+07,1.41332E+07,1.57576E+07,
Q6DFW4,NOP58_MOUSE,Nop58,Nucleolar protein 58,4.78286E+07,6.05373E+07,5.59788E+07,5.17898E+07,6.49248E+07,5.22379E+07,5.73611E+07,5.89615E+07,6.4216E+07,6.68825E+07,5.62322E+07,5.70409E+07,
Q8JZX4,SPF45_MOUSE,Rbm17,Splicing factor 45,4.55063E+07,4.81854E+07,4.66082E+07,4.76593E+07,9.2595E+07,4.48849E+07,5.58143E+07,5.87584E+07,4.97678E+07,5.46467E+07,4.8629E+07,4.74387E+07,
Q7TMS5,ABCG2_MOUSE,Abcg2,Broad substrate specificity ATP-binding cassette transporter ABCG2,1.87599E+07,1.68518E+07,2.09391E+07,1.42055E+07,1.64669E+07,1.26122E+07,1.4969E+07,1.62229E+07,1.51071E+07,1.82586E+07,1.34033E+07,1.529E+07,
Q9D8F1,ALKB4_MOUSE,Alkbh4,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4,9.78786E+06,8.97931E+06,8.57154E+06,6.23647E+06,,7.22952E+06,1.30937E+07,9.0279E+06,8.23948E+06,6.85732E+06,1.4123E+07,5.28721E+06,
Q8VCE2,GPN1_MOUSE,Gpn1,GPN-loop GTPase 1,1.10856E+07,1.48295E+07,1.61906E+07,6.59566E+06,7.12201E+06,9.19201E+06,1.54271E+07,1.60715E+07,1.8978E+07,7.32433E+06,7.00149E+06,1.31517E+07,
Q8BKX1,BAIP2_MOUSE,Baiap2,Brain-specific angiogenesis inhibitor 1-associated protein 2,1.9926E+07,1.4985E+07,1.6073E+07,1.35816E+07,1.49948E+07,1.4078E+07,1.4246E+07,1.75959E+07,1.6426E+07,1.21637E+07,1.44657E+07,1.4271E+07,
Q64701,RBL1_MOUSE,Rbl1,Retinoblastoma-like protein 1,2.8586E+07,3.31618E+07,2.81374E+07,9.49743E+06,1.8675E+07,1.3999E+07,3.06883E+07,2.71972E+07,2.98192E+07,9.47621E+06,1.3072E+07,1.34607E+07,
Q8R0M8,MOT5_MOUSE,Slc16a4,Monocarboxylate transporter 5,340299,377756,164103,486166,869280,322487,,260660,276952,729025,632968,,
Q8BMS1,ECHA_MOUSE,Hadha,"Trifunctional enzyme subunit alpha, mitochondrial",2.8492E+07,3.00134E+07,2.76945E+07,3.33817E+07,3.21688E+07,2.98869E+07,2.76955E+07,2.84106E+07,3.09462E+07,2.99903E+07,3.53757E+07,3.40083E+07,
Q80UV9,TAF1_MOUSE,Taf1,Transcription initiation factor TFIID subunit 1,1.35608E+07,1.54458E+07,1.60175E+07,1.27047E+07,1.4287E+07,1.30834E+07,1.73917E+07,1.65581E+07,1.69431E+07,1.5457E+07,1.45393E+07,1.2285E+07,
Q3V1T4,P3H1_MOUSE,P3h1,Prolyl 3-hydroxylase 1,8.22467E+06,5.33408E+06,5.16915E+06,2.67095E+06,5.99496E+06,5.06724E+06,8.10217E+06,5.00127E+06,4.81445E+06,2.76146E+06,6.21998E+06,9.05833E+06,
Q80YR5,SAFB2_MOUSE,Safb2,Scaffold attachment factor B2,3.28707E+07,3.23163E+07,2.91485E+07,3.83968E+07,3.52956E+07,3.62803E+07,3.0723E+07,3.08298E+07,2.91553E+07,3.25317E+07,3.60083E+07,3.77468E+07,
Q91WJ8,FUBP1_MOUSE,Fubp1,Far upstream element-binding protein 1,6.01268E+07,6.30403E+07,5.80233E+07,6.8131E+07,6.07442E+07,5.7502E+07,6.34893E+07,5.82411E+07,5.88708E+07,5.78377E+07,7.08902E+07,6.79075E+07,
Q640Q5,PAN3_MOUSE,Pan3,PAN2-PAN3 deadenylation complex subunit Pan3,1.62976E+07,1.43364E+07,1.60778E+07,1.58525E+07,2.13785E+07,1.77552E+07,1.61934E+07,1.70611E+07,1.46968E+07,1.60333E+07,1.78621E+07,1.74254E+07,
Q9QZB7,ARP10_MOUSE,Actr10,Actin-related protein 10,3.91381E+07,3.59407E+07,3.07452E+07,2.9669E+07,2.53192E+07,2.87446E+07,3.68689E+07,3.54066E+07,3.62853E+07,2.77E+07,2.7548E+07,2.5324E+07,
P25444,RS2_MOUSE,Rps2,40S ribosomal protein S2,7.11537E+07,7.62189E+07,8.24532E+07,6.06004E+07,8.40363E+07,5.09833E+07,9.30549E+07,7.89625E+07,8.3667E+07,7.39728E+07,8.32504E+07,6.21613E+07,
Q9D483,RPC3_MOUSE,Polr3c,DNA-directed RNA polymerase III subunit RPC3,1.11355E+07,1.00161E+07,1.03876E+07,7.95094E+06,1.15486E+07,8.26393E+06,1.0318E+07,1.11098E+07,8.25474E+06,1.02628E+07,1.0295E+07,9.75954E+06,
P04444,HBBZ_MOUSE,Hbb-bh1,Hemoglobin subunit beta-H1,6.28372E+06,5.33596E+06,278179,1.05971E+07,2.53793E+07,1.61351E+07,6.38818E+06,529337,8.06776E+06,1.4354E+07,2.19521E+07,2.74091E+07,
Q5FWI3,CEIP2_MOUSE,Cemip2,Cell surface hyaluronidase,1.01214E+07,8.99697E+06,9.98328E+06,7.91404E+06,,6.16468E+06,1.08443E+07,8.75765E+06,9.75598E+06,7.0052E+06,6.33279E+06,5.48681E+06,
O54790,MAFG_MOUSE,Mafg,Transcription factor MafG,6.82486E+06,6.38752E+06,6.03563E+06,6.24791E+06,6.31878E+06,8.47E+06,7.63237E+06,6.05969E+06,6.23557E+06,7.31299E+06,7.85239E+06,7.49384E+06,
Q8BKR5,PPR37_MOUSE,Ppp1r37,Protein phosphatase 1 regulatory subunit 37,1.05441E+07,1.4361E+07,1.10372E+07,7.41571E+06,9.78582E+06,,1.05624E+07,8.60326E+06,7.69899E+06,7.29887E+06,7.90434E+06,7.46497E+06,
Q9QY06,MYO9B_MOUSE,Myo9b,Unconventional myosin-IXb,2.73546E+07,2.92689E+07,2.76909E+07,2.11325E+07,2.92401E+07,2.21593E+07,2.6697E+07,2.78787E+07,2.40953E+07,2.60968E+07,2.84017E+07,2.39693E+07,
Q9D2N9,VP33A_MOUSE,Vps33a,Vacuolar protein sorting-associated protein 33A,1.32474E+07,1.29834E+07,1.28494E+07,1.4804E+07,1.2017E+07,1.32039E+07,1.35197E+07,1.39319E+07,1.22148E+07,1.43728E+07,1.35141E+07,1.39481E+07,
Q8R238,SDSL_MOUSE,Sdsl,Serine dehydratase-like,1.02652E+07,1.27994E+07,1.16844E+07,6.5132E+06,1.11036E+07,3.0117E+07,1.66509E+07,1.30848E+07,1.44387E+07,1.37359E+07,1.15456E+07,5.62646E+07,
Q3UHD6,SNX27_MOUSE,Snx27,Sorting nexin-27,2.7476E+07,2.69143E+07,2.37912E+07,2.16816E+07,2.63448E+07,2.12806E+07,2.57041E+07,2.86251E+07,2.35157E+07,2.84754E+07,2.45312E+07,2.15272E+07,
P10126,EF1A1_MOUSE,Eef1a1,Elongation factor 1-alpha 1,3.77522E+08,3.33248E+08,2.59797E+08,2.2591E+08,3.57201E+08,2.64912E+08,3.12689E+08,3.15846E+08,3.53147E+08,2.47E+08,2.38077E+08,2.75897E+08,
Q3U3S3,CENPL_MOUSE,Cenpl,Centromere protein L,1.24455E+06,1.46809E+06,1.54881E+06,1.5242E+06,1.40269E+06,1.85824E+06,1.52384E+06,1.42832E+06,1.24727E+06,1.80711E+06,1.61592E+06,1.67211E+06,
Q8BG05,ROA3_MOUSE,Hnrnpa3,Heterogeneous nuclear ribonucleoprotein A3,1.49125E+08,1.72929E+08,1.45783E+08,1.78048E+08,1.04286E+08,2.31283E+08,1.61893E+08,1.48436E+08,1.5495E+08,1.75344E+08,2.12778E+08,2.07884E+08,
Q6DFW5,AT11B_MOUSE,Atp11b,Phospholipid-transporting ATPase IF,2.60582E+07,2.28186E+07,2.62018E+07,3.05063E+07,2.43727E+07,2.74579E+07,2.21967E+07,2.54476E+07,2.24952E+07,2.49859E+07,2.79407E+07,2.52722E+07,
Q45VK7,DYHC2_MOUSE,Dync2h1,Cytoplasmic dynein 2 heavy chain 1,1.59432E+07,1.43163E+07,1.38182E+07,1.18806E+07,1.21831E+07,1.41184E+07,1.34232E+07,1.2948E+07,1.2748E+07,1.22559E+07,9.06602E+06,1.36855E+07,
Q8C0L6,PAOX_MOUSE,Paox,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,8.9018E+06,8.27895E+06,8.53143E+06,8.57969E+06,1.19493E+07,8.11109E+06,7.90025E+06,7.01812E+06,6.53013E+06,8.10101E+06,8.27169E+06,9.5458E+06,
P23492,PNPH_MOUSE,Pnp,Purine nucleoside phosphorylase,1.29857E+08,1.90613E+08,1.61413E+08,1.46949E+08,2.93961E+07,1.44617E+08,1.73985E+08,1.65721E+08,1.89322E+08,1.32839E+08,1.49242E+08,1.2437E+08,
Q3UQA7,SELH_MOUSE,Selenoh,Selenoprotein H,2.16731E+06,3.41046E+06,2.99459E+06,8.80078E+06,1.06197E+07,1.5547E+07,5.08347E+06,2.38781E+06,3.03385E+06,1.16762E+07,1.139E+07,1.76345E+07,
Q920E5,FPPS_MOUSE,Fdps,Farnesyl pyrophosphate synthase,3.36145E+07,2.99624E+07,3.40979E+07,2.4797E+07,6.02655E+07,2.74338E+07,3.45481E+07,3.17897E+07,2.70238E+07,3.12213E+07,2.40574E+07,3.20397E+07,
